country,continent,commodity,end_use_code,value,map_country
angola,africa,"hair, waste materials",12630,656607,Angola
arab_em,asia,"hair, waste materials",12630,1083998,United Arab Emirates
argent,s_america,"hair, waste materials",12630,5596304,Argentina
austral,oceania,"hair, waste materials",12630,8838613,Australia
austria,europe,"hair, waste materials",12630,176205,Austria
bahamas,carribean,"hair, waste materials",12630,174329,Bahamas
bahrain,asia,"hair, waste materials",12630,4154,Bahrain
barbado,carribean,"hair, waste materials",12630,84299,Barbados
bel_lux,europe,"hair, waste materials",12630,51265010,Luxembourg
belize,c_america,"hair, waste materials",12630,20984,Belize
benin,africa,"hair, waste materials",12630,174985,Benin
bermuda,carribean,"hair, waste materials",12630,12497,Bermuda
bolivia,s_america,"hair, waste materials",12630,866101,Bolivia
brazil,s_america,"hair, waste materials",12630,10474312,Brazil
bulgaria,europe,"hair, waste materials",12630,3097,Bulgaria
burkina,africa,"hair, waste materials",12630,325684,Burkina Faso
burundi,africa,"hair, waste materials",12630,11087,Burundi
cambod,asia,"hair, waste materials",12630,577905,Cambodia
cameroon,africa,"hair, waste materials",12630,91821,Cameroon
canada,n_america,"hair, waste materials",12630,101553655,Canada
chile,s_america,"hair, waste materials",12630,7401546,Chile
china,asia,"hair, waste materials",12630,45801439,China
colombia,s_america,"hair, waste materials",12630,1318823,Colombia
congo,africa,"hair, waste materials",12630,86069,Republic of Congo
cos_rica,c_america,"hair, waste materials",12630,3528300,Costa Rica
croatia,europe,"hair, waste materials",12630,31103,Croatia
cyprus,europe,"hair, waste materials",12630,13693,Cyprus
czechrep,europe,"hair, waste materials",12630,232461,Czech Republic
denmark,europe,"hair, waste materials",12630,209360,Denmark
dom_rep,carribean,"hair, waste materials",12630,1939667,Dominican Republic
ecuador,s_america,"hair, waste materials",12630,1409825,Ecuador
egypt,africa,"hair, waste materials",12630,36748,Egypt
eq_gnea,africa,"hair, waste materials",12630,2912,Equatorial Guinea
finland,europe,"hair, waste materials",12630,677889,Finland
fr_guian,s_america,"hair, waste materials",12630,19000,French Guiana
france,europe,"hair, waste materials",12630,13469546,France
gabon,africa,"hair, waste materials",12630,46025,Gabon
gambia,africa,"hair, waste materials",12630,392079,Gambia
german,europe,"hair, waste materials",12630,20599900,Germany
ghana,africa,"hair, waste materials",12630,663305,Ghana
greece,europe,"hair, waste materials",12630,1517200,Greece
guatmala,c_america,"hair, waste materials",12630,1683384,Guatemala
guinea,africa,"hair, waste materials",12630,541395,Guinea
guyana,s_america,"hair, waste materials",12630,92743,Guyana
haiti,carribean,"hair, waste materials",12630,84821,Haiti
hondura,c_america,"hair, waste materials",12630,3744341,Honduras
hongkong,asia,"hair, waste materials",12630,12408732,NA
hungary,europe,"hair, waste materials",12630,8204,Hungary
iceland,europe,"hair, waste materials",12630,71254,Iceland
india,asia,"hair, waste materials",12630,8866904,India
indones,oceania,"hair, waste materials",12630,362629,Indonesia
iraq,asia,"hair, waste materials",12630,165270,Iraq
ireland,europe,"hair, waste materials",12630,2023831,Ireland
israel,asia,"hair, waste materials",12630,3939675,Israel
italy,europe,"hair, waste materials",12630,16512260,Italy
ivy_cst,africa,"hair, waste materials",12630,78961,Ivory Coast
jamaica,carribean,"hair, waste materials",12630,1936388,Jamaica
japan,asia,"hair, waste materials",12630,35852048,Japan
jordon,asia,"hair, waste materials",12630,346478,Jordan
kenya,africa,"hair, waste materials",12630,154695,Kenya
korea_s,asia,"hair, waste materials",12630,13075703,South Korea
kuwait,asia,"hair, waste materials",12630,126530,Kuwait
latvia,europe,"hair, waste materials",12630,65000,Latvia
lebanon,asia,"hair, waste materials",12630,63749,Lebanon
liberia,africa,"hair, waste materials",12630,249019,Liberia
libya,africa,"hair, waste materials",12630,3420,Libya
lithuani,europe,"hair, waste materials",12630,93304,Lithuania
malawi,africa,"hair, waste materials",12630,45000,Malawi
malaysia,asia,"hair, waste materials",12630,575104,Malaysia
malta,europe,"hair, waste materials",12630,28265,Malta
mauritn,africa,"hair, waste materials",12630,18225,Mauritania
mexico,n_america,"hair, waste materials",12630,79822370,Mexico
mongola,asia,"hair, waste materials",12630,8837,Mongolia
morocco,africa,"hair, waste materials",12630,275192,Morocco
mozambq,africa,"hair, waste materials",12630,113200,Mozambique
mritius,africa,"hair, waste materials",12630,20559,Mauritius
n_antil,carribean,"hair, waste materials",12630,102195,NA
nethlds,europe,"hair, waste materials",12630,4026691,Netherlands
new_cale,oceania,"hair, waste materials",12630,59051,New Caledonia
new_zeal,oceania,"hair, waste materials",12630,1006195,New Zealand
nicaraga,c_america,"hair, waste materials",12630,1810536,Nicaragua
nigeria,africa,"hair, waste materials",12630,5359605,Nigeria
norway,europe,"hair, waste materials",12630,910004,Norway
oman,asia,"hair, waste materials",12630,18000,Oman
pakistan,asia,"hair, waste materials",12630,436543,Pakistan
panama,c_america,"hair, waste materials",12630,409102,Panama
paragua,s_america,"hair, waste materials",12630,128938,Paraguay
peru,s_america,"hair, waste materials",12630,608514,Peru
phil,asia,"hair, waste materials",12630,2363501,Philippines
poland,europe,"hair, waste materials",12630,314882,Poland
portugal,europe,"hair, waste materials",12630,967926,Portugal
qatar,asia,"hair, waste materials",12630,46225,Qatar
romania,europe,"hair, waste materials",12630,10000,Romania
russia,europe,"hair, waste materials",12630,412363,Russia
s_africa,africa,"hair, waste materials",12630,3253791,South Africa
salvadr,c_america,"hair, waste materials",12630,1118655,El Salvador
sd_arab,asia,"hair, waste materials",12630,3215535,Saudi Arabia
senegal,africa,"hair, waste materials",12630,1349167,Senegal
sier_ln,africa,"hair, waste materials",12630,179652,Sierra Leone
singapr,asia,"hair, waste materials",12630,14647772,Singapore
slovakia,europe,"hair, waste materials",12630,52961,Slovakia
slovenia,europe,"hair, waste materials",12630,138826,Slovenia
sp_mqel,n_america,"hair, waste materials",12630,35229,Saint Pierre and Miquelon
spain,europe,"hair, waste materials",12630,4226894,Spain
sri_lka,asia,"hair, waste materials",12630,108737,Sri Lanka
st_k_nev,carribean,"hair, waste materials",12630,180761,Saint Kitts
sudan,africa,"hair, waste materials",12630,4774,Sudan
sweden,europe,"hair, waste materials",12630,104383,Sweden
switzld,europe,"hair, waste materials",12630,597262,Switzerland
taiwan,asia,"hair, waste materials",12630,2620937,Taiwan
tanzania,africa,"hair, waste materials",12630,368621,Tanzania
thailand,asia,"hair, waste materials",12630,2423564,Thailand
togo,africa,"hair, waste materials",12630,936487,Togo
trinidad,carribean,"hair, waste materials",12630,302219,Trinidad
turkey,asia,"hair, waste materials",12630,1171509,Turkey
ukingdom,europe,"hair, waste materials",12630,15513273,UK
ukraine,europe,"hair, waste materials",12630,5000,Ukraine
uruguay,s_america,"hair, waste materials",12630,106573,Uruguay
venez,s_america,"hair, waste materials",12630,1032435,Venezuela
vietnam,asia,"hair, waste materials",12630,1040261,Vietnam
zaire,africa,"hair, waste materials",12630,21974,Democratic Republic of the Congo
zambia,africa,"hair, waste materials",12630,2560,Zambia
afghan,asia,finished textile supplies,12640,359630,Afghanistan
albania,europe,finished textile supplies,12640,6400,Albania
algeria,africa,finished textile supplies,12640,7722,Algeria
angola,africa,finished textile supplies,12640,87497,Angola
arab_em,asia,finished textile supplies,12640,8805333,United Arab Emirates
argent,s_america,finished textile supplies,12640,8512111,Argentina
asia_nes,asia,finished textile supplies,12640,6470,NA
austral,oceania,finished textile supplies,12640,24450288,Australia
austria,europe,finished textile supplies,12640,1253090,Austria
azerbaij,asia,finished textile supplies,12640,52759,Azerbaijan
bahamas,carribean,finished textile supplies,12640,2383281,Bahamas
bahrain,asia,finished textile supplies,12640,466177,Bahrain
barbado,carribean,finished textile supplies,12640,414933,Barbados
bel_lux,europe,finished textile supplies,12640,23826016,Luxembourg
belarus,europe,finished textile supplies,12640,97809,Belarus
belize,c_america,finished textile supplies,12640,2004302,Belize
bermuda,carribean,finished textile supplies,12640,279176,Bermuda
bngldsh,asia,finished textile supplies,12640,3283399,Bangladesh
bolivia,s_america,finished textile supplies,12640,175785,Bolivia
bosnia-h,europe,finished textile supplies,12640,10404,Bosnia and Herzegovina
brazil,s_america,finished textile supplies,12640,23168770,Brazil
bulgaria,europe,finished textile supplies,12640,66071,Bulgaria
burkina,africa,finished textile supplies,12640,15000,Burkina Faso
burundi,africa,finished textile supplies,12640,73991,Burundi
cambod,asia,finished textile supplies,12640,320356,Cambodia
cameroon,africa,finished textile supplies,12640,42780,Cameroon
canada,n_america,finished textile supplies,12640,325793878,Canada
chad,africa,finished textile supplies,12640,122666,Chad
chile,s_america,finished textile supplies,12640,6528581,Chile
china,asia,finished textile supplies,12640,169397188,China
colombia,s_america,finished textile supplies,12640,17791453,Colombia
congo,africa,finished textile supplies,12640,650242,Republic of Congo
cos_rica,c_america,finished textile supplies,12640,47014155,Costa Rica
croatia,europe,finished textile supplies,12640,139645,Croatia
cuba,carribean,finished textile supplies,12640,246231,Cuba
cyprus,europe,finished textile supplies,12640,81003,Cyprus
czechrep,europe,finished textile supplies,12640,6863842,Czech Republic
denmark,europe,finished textile supplies,12640,5516901,Denmark
djibouti,africa,finished textile supplies,12640,223691,Djibouti
dom_rep,carribean,finished textile supplies,12640,103593778,Dominican Republic
ecuador,s_america,finished textile supplies,12640,2177685,Ecuador
egypt,africa,finished textile supplies,12640,3440360,Egypt
eq_gnea,africa,finished textile supplies,12640,240027,Equatorial Guinea
estonia,europe,finished textile supplies,12640,88392,Estonia
ethiopia,africa,finished textile supplies,12640,582959,Ethiopia
fiji,oceania,finished textile supplies,12640,74306,Fiji
finland,europe,finished textile supplies,12640,20310354,Finland
fr_guian,s_america,finished textile supplies,12640,15750,French Guiana
france,europe,finished textile supplies,12640,19913954,France
gabon,africa,finished textile supplies,12640,34408,Gabon
georgia,asia,finished textile supplies,12640,87029,Georgia
german,europe,finished textile supplies,12640,66199096,Germany
ghana,africa,finished textile supplies,12640,193677,Ghana
greece,europe,finished textile supplies,12640,1046126,Greece
guadlpe,carribean,finished textile supplies,12640,21321,Guadeloupe
guatmala,c_america,finished textile supplies,12640,27080069,Guatemala
guinea,africa,finished textile supplies,12640,730515,Guinea
guyana,s_america,finished textile supplies,12640,446131,Guyana
haiti,carribean,finished textile supplies,12640,3130957,Haiti
hondura,c_america,finished textile supplies,12640,75282194,Honduras
hongkong,asia,finished textile supplies,12640,89337490,NA
hungary,europe,finished textile supplies,12640,1455168,Hungary
iceland,europe,finished textile supplies,12640,514519,Iceland
india,asia,finished textile supplies,12640,9019897,India
indones,oceania,finished textile supplies,12640,10233195,Indonesia
iraq,asia,finished textile supplies,12640,1340041,Iraq
ireland,europe,finished textile supplies,12640,4217373,Ireland
israel,asia,finished textile supplies,12640,6138264,Israel
italy,europe,finished textile supplies,12640,15360982,Italy
ivy_cst,africa,finished textile supplies,12640,571207,Ivory Coast
jamaica,carribean,finished textile supplies,12640,8681480,Jamaica
japan,asia,finished textile supplies,12640,75962872,Japan
jordon,asia,finished textile supplies,12640,1337070,Jordan
kazakhst,asia,finished textile supplies,12640,183291,Kazakhstan
kenya,africa,finished textile supplies,12640,366615,Kenya
kiribati,oceania,finished textile supplies,12640,3866,Kiribati
korea_s,asia,finished textile supplies,12640,32322091,South Korea
kuwait,asia,finished textile supplies,12640,4334239,Kuwait
kyrgyzst,asia,finished textile supplies,12640,8044,Kyrgyzstan
lao,asia,finished textile supplies,12640,182035,Laos
latvia,europe,finished textile supplies,12640,974043,Latvia
lebanon,asia,finished textile supplies,12640,1049043,Lebanon
liberia,africa,finished textile supplies,12640,13848,Liberia
libya,africa,finished textile supplies,12640,6250,Libya
lithuani,europe,finished textile supplies,12640,2516915,Lithuania
macau,asia,finished textile supplies,12640,854163,NA
macedoni,europe,finished textile supplies,12640,32893,North Macedonia
madagas,africa,finished textile supplies,12640,170253,Madagascar
malawi,africa,finished textile supplies,12640,104819,Malawi
malaysia,asia,finished textile supplies,12640,7355156,Malaysia
mali,africa,finished textile supplies,12640,9899,Mali
malta,europe,finished textile supplies,12640,53751,Malta
mexico,n_america,finished textile supplies,12640,799615522,Mexico
moldova,europe,finished textile supplies,12640,885574,Moldova
morocco,africa,finished textile supplies,12640,207771,Morocco
mozambq,africa,finished textile supplies,12640,58453,Mozambique
mritius,africa,finished textile supplies,12640,115482,Mauritius
n_antil,carribean,finished textile supplies,12640,817699,NA
nethlds,europe,finished textile supplies,12640,18922222,Netherlands
new_cale,oceania,finished textile supplies,12640,391402,New Caledonia
new_zeal,oceania,finished textile supplies,12640,2782755,New Zealand
nicaraga,c_america,finished textile supplies,12640,17049506,Nicaragua
niger,africa,finished textile supplies,12640,33083,Niger
nigeria,africa,finished textile supplies,12640,1830032,Nigeria
norway,europe,finished textile supplies,12640,2325420,Norway
oman,asia,finished textile supplies,12640,213482,Oman
pakistan,asia,finished textile supplies,12640,4313222,Pakistan
panama,c_america,finished textile supplies,12640,2220283,Panama
paragua,s_america,finished textile supplies,12640,359901,Paraguay
peru,s_america,finished textile supplies,12640,4584049,Peru
phil,asia,finished textile supplies,12640,6071303,Philippines
poland,europe,finished textile supplies,12640,2380461,Poland
portugal,europe,finished textile supplies,12640,1133690,Portugal
qatar,asia,finished textile supplies,12640,602452,Qatar
romania,europe,finished textile supplies,12640,62302,Romania
russia,europe,finished textile supplies,12640,26584848,Russia
s_africa,africa,finished textile supplies,12640,6942602,South Africa
s_helna,africa,finished textile supplies,12640,2900,Saint Helena
salvadr,c_america,finished textile supplies,12640,42947980,El Salvador
sd_arab,asia,finished textile supplies,12640,7004668,Saudi Arabia
senegal,africa,finished textile supplies,12640,126482,Senegal
seychel,africa,finished textile supplies,12640,87346,Seychelles
sier_ln,africa,finished textile supplies,12640,39744,Sierra Leone
singapr,asia,finished textile supplies,12640,11073004,Singapore
slovakia,europe,finished textile supplies,12640,766364,Slovakia
slovenia,europe,finished textile supplies,12640,305526,Slovenia
somalia,africa,finished textile supplies,12640,65000,Somalia
spain,europe,finished textile supplies,12640,9518493,Spain
sri_lka,asia,finished textile supplies,12640,9076578,Sri Lanka
st_k_nev,carribean,finished textile supplies,12640,16229635,Saint Kitts
sudan,africa,finished textile supplies,12640,1004542,Sudan
surinam,s_america,finished textile supplies,12640,1245593,Suriname
sweden,europe,finished textile supplies,12640,5152774,Sweden
switzld,europe,finished textile supplies,12640,4951723,Switzerland
taiwan,asia,finished textile supplies,12640,15589011,Taiwan
tanzania,africa,finished textile supplies,12640,689209,Tanzania
thailand,asia,finished textile supplies,12640,40568893,Thailand
togo,africa,finished textile supplies,12640,55000,Togo
trinidad,carribean,finished textile supplies,12640,1767652,Trinidad
tunisia,africa,finished textile supplies,12640,230665,Tunisia
turkey,asia,finished textile supplies,12640,3092607,Turkey
